customer_id,age,monthly_income,daily_internet_hours,smartphone_usage_years,social_media_hours,online_payment_trust_score,tech_savvy_score,monthly_online_orders,monthly_store_visits,avg_online_spend,avg_store_spend,discount_sensitivity,return_frequency,avg_delivery_days,delivery_fee_sensitivity,free_return_importance,product_availability_online,impulse_buying_score,need_touch_feel_score,brand_loyalty_score,environmental_awareness,time_pressure_level,gender,city_tier,shopping_preference
611,37,130253,7.1,3,2.1,4,7,25,5,41903,41691,6,9,8,10,7,5,4,5,8,5,6,Male,Tier 2,Online
612,39,205563,10.0,6,2.8,7,10,12,13,1987,106427,1,7,6,3,8,5,1,4,4,5,5,Female,Tier 1,Hybrid
613,38,244132,9.6,6,3.4,4,4,19,16,115870,72317,2,2,4,3,6,8,10,8,1,7,8,Male,Tier 2,Hybrid
614,56,216617,1.2,1,3.9,5,9,11,14,75010,29606,8,3,2,6,7,3,3,10,5,10,4,Other,Tier 1,Hybrid
615,46,148569,4.3,9,4.6,5,9,16,9,6228,37322,2,6,6,8,4,3,6,8,4,8,6,Female,Tier 1,Hybrid
616,61,155804,3.4,12,5.6,3,2,20,13,112522,104389,8,1,9,1,9,6,1,10,7,1,9,Female,Tier 3,Hybrid
617,49,168188,7.1,11,0.6,2,10,2,17,29947,139898,3,9,2,10,8,10,4,2,7,5,8,Female,Tier 3,Store
618,27,193240,1.3,11,3.5,8,9,24,13,6131,105741,10,5,1,10,7,1,1,4,6,7,3,Female,Tier 1,Hybrid
619,55,191242,6.6,11,4.1,10,6,28,18,40504,50005,3,4,5,3,2,1,9,10,1,3,9,Female,Tier 1,Hybrid
620,38,185327,11.2,11,1.4,5,3,13,8,61574,57447,6,1,3,8,2,7,1,8,4,7,1,Female,Tier 2,Hybrid
621,43,124143,2.9,7,3.6,2,2,5,16,135896,32403,3,4,2,8,10,6,6,7,4,4,2,Other,Tier 2,Store
622,48,153842,6.4,8,0.3,7,7,12,3,93477,94974,5,2,7,5,4,2,7,8,1,5,6,Male,Tier 1,Hybrid
623,33,112986,7.0,3,3.2,3,8,24,1,16538,55504,5,6,10,7,3,7,3,3,9,3,3,Female,Tier 1,Online
624,68,105130,0.8,4,2.0,6,5,19,10,7965,7271,6,1,8,1,3,7,1,9,7,10,9,Male,Tier 1,Hybrid
625,24,27832,4.5,4,0.7,2,2,30,15,122248,109309,9,8,3,10,1,5,8,8,5,3,6,Other,Tier 3,Hybrid
626,41,70540,6.0,12,5.0,10,4,4,7,135434,34528,3,4,2,2,7,5,10,2,4,4,5,Male,Tier 3,Hybrid
627,60,177867,4.3,8,4.1,9,9,18,8,35026,86468,7,6,3,10,1,7,1,4,3,1,3,Other,Tier 1,Hybrid
628,68,144691,2.4,6,0.3,8,8,27,11,49717,106840,8,4,8,10,5,9,8,2,5,9,6,Female,Tier 1,Hybrid
629,34,198773,9.8,8,4.7,8,2,21,10,136571,69408,2,6,7,1,9,3,2,4,8,2,2,Other,Tier 3,Hybrid
630,36,86217,10.5,5,2.8,9,2,30,16,48370,104717,9,4,3,4,1,4,6,9,10,3,10,Other,Tier 3,Hybrid
631,21,299527,4.7,4,4.2,9,3,11,5,26750,43920,10,4,3,9,10,7,4,5,1,7,5,Female,Tier 3,Hybrid
632,44,269847,5.9,3,4.4,5,1,2,8,146188,82185,4,10,10,2,1,7,3,3,8,3,4,Female,Tier 1,Hybrid
633,59,239681,5.0,4,1.6,6,2,7,8,37315,105735,2,10,3,4,8,3,5,6,1,2,9,Female,Tier 3,Hybrid
634,24,266996,3.2,8,1.9,2,9,23,19,119609,40785,2,6,5,1,7,5,2,8,7,10,3,Other,Tier 3,Hybrid
635,68,275487,9.2,4,3.2,2,10,30,19,95540,63753,8,7,7,1,2,5,5,5,9,6,7,Other,Tier 2,Hybrid
636,40,63564,0.6,12,4.9,4,10,15,7,114209,70165,2,8,9,10,10,7,10,9,7,1,10,Male,Tier 3,Hybrid
637,68,71682,7.1,2,5.8,4,6,18,19,111080,103717,1,6,8,8,10,9,1,7,7,1,4,Other,Tier 1,Hybrid
638,19,192470,1.6,15,2.6,1,8,27,8,94501,90690,6,4,5,8,1,6,8,5,3,4,9,Other,Tier 3,Hybrid
639,38,230407,9.2,13,4.9,8,2,10,11,141595,60156,6,5,2,2,7,6,10,8,3,7,4,Female,Tier 3,Hybrid
640,49,203812,4.4,8,5.4,3,3,10,0,29723,50252,10,5,9,9,5,9,9,3,7,10,2,Male,Tier 1,Hybrid
641,23,232146,10.3,3,4.4,9,6,12,4,101488,27664,5,10,10,2,6,4,8,1,4,9,3,Other,Tier 2,Hybrid
642,19,279256,3.1,12,5.9,4,4,14,20,57114,38609,1,5,4,1,10,8,8,7,9,9,10,Male,Tier 2,Hybrid
643,29,291880,7.2,11,3.5,7,5,22,11,69589,113566,6,6,4,6,9,6,2,3,6,4,9,Other,Tier 1,Hybrid
644,24,286051,8.6,9,2.0,10,4,23,11,145746,59210,8,5,10,1,8,10,8,8,10,7,2,Male,Tier 1,Hybrid
645,53,255126,6.9,1,5.4,8,3,2,11,17647,72875,10,5,1,10,8,7,3,7,4,8,5,Other,Tier 3,Hybrid
646,61,179730,4.3,10,4.8,9,7,4,17,82933,2276,10,1,6,10,2,2,10,2,9,7,3,Other,Tier 1,Store
647,33,114026,10.1,1,4.0,8,2,10,2,25183,106289,10,7,7,7,8,3,6,3,2,5,6,Male,Tier 3,Hybrid
648,45,152127,6.2,3,1.7,4,4,11,20,21882,89555,8,2,9,5,1,10,1,9,1,6,2,Male,Tier 1,Hybrid
649,51,26594,0.6,7,2.0,10,10,11,2,45691,49909,10,8,3,9,4,6,2,3,10,6,10,Male,Tier 2,Hybrid
650,63,113056,6.3,14,5.0,1,10,1,17,32031,82201,5,2,6,3,10,9,3,2,8,4,10,Male,Tier 3,Store
651,39,258376,11.2,9,5.0,8,2,21,17,17660,89194,4,6,3,4,8,4,7,1,6,1,8,Other,Tier 3,Hybrid
652,66,71789,10.2,2,4.0,6,9,18,18,139941,137253,7,9,4,5,6,3,8,4,5,7,7,Female,Tier 2,Hybrid
653,23,277145,0.8,2,2.1,8,10,12,9,130946,75786,1,9,1,4,2,5,10,10,9,3,6,Other,Tier 1,Hybrid
654,52,34660,1.0,5,2.4,6,9,1,13,133767,137859,3,9,6,1,4,2,8,3,4,6,2,Other,Tier 1,Store
655,49,128389,7.1,10,0.3,7,4,28,3,76637,1742,4,6,3,7,4,6,7,1,3,3,10,Male,Tier 3,Online
656,60,155363,10.6,7,4.1,5,4,30,20,71964,107770,1,7,7,7,5,4,8,5,10,1,7,Male,Tier 3,Hybrid
657,67,255472,2.0,12,1.5,2,2,5,15,17932,48566,9,6,3,5,7,5,9,5,5,10,5,Male,Tier 1,Store
658,43,125972,11.4,9,5.1,4,3,16,1,123434,126019,2,2,4,1,7,3,2,2,4,7,10,Female,Tier 2,Online
659,65,94846,5.6,13,0.4,9,4,24,6,83841,11970,10,1,3,6,5,3,6,8,4,1,7,Female,Tier 1,Hybrid
660,36,285077,1.2,3,3.8,6,8,0,14,18688,64928,10,9,5,9,3,3,9,6,1,2,2,Female,Tier 3,Store
661,52,29155,7.6,3,4.4,6,6,1,4,27708,61753,1,7,1,10,1,7,10,2,4,1,10,Other,Tier 1,Hybrid
662,19,269785,11.3,11,2.4,10,7,14,7,129097,66047,6,8,8,3,8,9,6,4,3,5,3,Female,Tier 2,Hybrid
663,28,212978,9.0,7,4.9,3,1,14,13,142450,60002,7,3,6,4,7,7,7,8,8,8,7,Female,Tier 2,Hybrid
664,39,190923,8.2,3,4.4,4,4,6,6,149499,51513,10,6,8,9,7,6,5,4,7,3,8,Male,Tier 3,Hybrid
665,59,257145,4.0,14,5.7,10,7,1,6,57431,89021,9,3,7,9,7,3,8,1,4,7,10,Other,Tier 1,Hybrid
666,35,101713,7.9,10,4.7,4,3,13,10,123335,64908,3,8,6,10,10,9,1,2,2,2,1,Male,Tier 1,Hybrid
667,39,67158,4.1,15,2.3,3,4,9,2,95642,83206,10,8,8,6,3,5,5,2,9,3,3,Male,Tier 2,Hybrid
668,25,299081,11.0,7,1.1,9,8,22,8,65876,30216,3,8,2,1,3,7,8,7,8,3,1,Other,Tier 3,Hybrid
669,70,209993,11.2,10,3.5,8,1,15,18,90632,89570,2,6,2,3,3,10,5,7,3,2,4,Other,Tier 2,Hybrid
670,36,63554,4.6,13,3.1,10,10,13,5,96239,66747,4,9,5,9,1,8,6,3,1,4,5,Female,Tier 2,Hybrid
671,45,196956,1.0,12,6.0,8,2,10,17,8724,34749,10,1,10,1,5,7,4,8,7,7,1,Other,Tier 3,Hybrid
672,35,216682,4.4,13,3.2,7,7,22,10,35192,91264,5,9,4,8,5,5,2,8,2,6,9,Male,Tier 1,Hybrid
673,69,87384,9.8,2,1.6,3,6,2,4,62613,23407,2,1,1,6,10,2,3,10,8,6,2,Other,Tier 1,Hybrid
674,21,92726,2.8,12,5.6,3,2,22,2,1506,114000,4,4,1,2,7,6,9,4,8,4,8,Other,Tier 3,Online
675,29,266001,3.8,11,3.6,1,8,5,16,2155,21355,3,4,5,3,9,10,4,2,2,4,3,Female,Tier 1,Store
676,28,226919,7.8,10,1.9,7,9,20,9,57715,112310,5,6,4,9,1,5,5,3,2,1,2,Female,Tier 2,Hybrid
677,64,51669,7.6,14,2.7,8,1,23,2,83966,95259,10,2,10,5,6,8,6,8,6,8,5,Female,Tier 2,Online
678,52,119764,3.1,3,0.4,6,7,14,14,85531,106207,8,8,8,3,3,7,7,1,3,6,7,Other,Tier 1,Hybrid
679,43,211737,0.7,13,4.9,3,3,18,5,57383,25363,1,7,8,3,5,6,4,1,8,7,3,Female,Tier 3,Online
680,35,139400,2.7,10,4.4,7,7,30,5,128253,16165,6,2,2,6,8,10,5,3,4,9,8,Male,Tier 2,Online
681,49,26798,11.5,11,1.1,5,10,13,19,32441,34428,9,5,6,6,3,6,10,8,2,1,8,Female,Tier 2,Hybrid
682,33,129815,11.4,12,1.6,6,8,25,8,145988,89827,10,6,4,3,6,10,4,10,10,4,4,Female,Tier 3,Hybrid
683,48,30169,4.1,15,0.8,3,10,10,2,139235,129197,8,10,5,2,8,7,4,5,3,6,1,Female,Tier 1,Hybrid
684,32,21600,4.3,14,3.8,9,3,25,8,84395,127560,6,10,9,4,4,10,10,2,5,1,4,Other,Tier 3,Hybrid
685,36,150142,9.6,7,4.3,1,5,8,6,38264,78121,1,1,7,2,6,8,3,8,7,9,3,Other,Tier 2,Hybrid
686,66,184672,1.7,5,2.8,4,10,14,9,43203,34194,6,1,2,1,6,9,8,6,3,6,7,Other,Tier 1,Hybrid
687,58,247677,7.9,7,1.2,10,1,20,9,85438,148773,10,1,9,1,3,8,2,2,3,3,2,Other,Tier 1,Hybrid
688,63,143214,1.6,6,5.8,6,2,13,10,18739,129594,7,9,1,9,7,7,3,9,2,4,8,Male,Tier 1,Hybrid
689,66,156710,3.1,1,3.9,9,1,1,20,59618,125986,1,1,4,4,3,3,9,6,6,7,7,Male,Tier 3,Store
690,66,171854,6.2,11,4.3,7,9,2,1,52961,9938,4,4,10,8,1,6,2,10,6,9,3,Female,Tier 1,Hybrid
691,27,23853,11.0,12,3.8,5,9,11,16,102321,42407,4,10,5,6,4,6,5,7,2,5,8,Male,Tier 2,Hybrid
692,56,288333,9.4,4,1.3,1,7,25,3,54392,52966,10,5,4,10,5,6,8,1,4,10,5,Male,Tier 3,Online
693,19,182477,0.6,14,1.2,6,4,15,12,86315,120531,7,10,3,8,8,9,10,5,4,2,10,Male,Tier 1,Hybrid
694,19,46229,10.4,5,5.6,5,8,12,18,42308,25988,1,6,4,4,7,6,2,5,7,1,5,Male,Tier 1,Hybrid
695,37,94364,3.5,15,5.6,4,2,29,20,8460,125412,3,1,2,2,4,8,10,9,5,5,1,Other,Tier 3,Hybrid
696,48,53178,8.9,3,1.4,7,7,0,1,130896,113874,8,7,3,1,10,1,2,5,5,8,4,Female,Tier 1,Hybrid
697,60,162586,11.6,4,1.6,8,1,20,1,148142,114622,9,8,4,1,5,6,2,10,6,8,8,Other,Tier 1,Online
698,41,214653,8.9,9,1.0,6,7,5,18,105824,98046,8,6,5,3,8,9,7,6,7,2,10,Female,Tier 1,Store
699,39,208045,7.9,8,4.6,3,1,10,16,38524,90061,9,3,10,3,4,7,2,7,2,9,9,Male,Tier 3,Hybrid
700,24,22118,3.4,9,4.1,3,4,21,10,128735,31150,6,6,9,7,9,7,4,10,6,7,2,Male,Tier 3,Hybrid
701,59,257845,2.3,12,5.4,4,1,28,16,28759,130314,3,2,5,4,7,5,4,9,2,4,1,Male,Tier 1,Hybrid
702,36,83478,2.9,14,4.7,2,2,8,14,31682,111103,6,7,1,10,5,6,7,6,4,5,7,Other,Tier 3,Hybrid
703,48,41954,8.3,1,3.1,6,1,8,15,101099,141800,2,7,10,10,6,8,1,7,1,8,2,Female,Tier 2,Hybrid
704,52,68260,1.5,12,5.0,2,8,12,10,63775,123518,1,6,5,9,8,4,10,7,2,1,3,Other,Tier 3,Hybrid
705,67,34803,11.3,8,0.6,3,8,8,18,102258,140920,1,5,10,2,9,8,3,8,5,3,1,Female,Tier 3,Hybrid
706,39,243730,1.8,3,5.8,2,4,15,15,65785,1992,7,3,7,1,5,3,4,6,10,8,4,Other,Tier 2,Hybrid
707,69,80864,1.7,3,1.0,10,10,0,14,130561,96621,7,1,9,6,9,2,7,8,1,5,7,Other,Tier 3,Store
708,45,55095,1.2,5,5.3,6,8,12,16,64261,36551,2,1,3,2,10,3,4,8,9,6,9,Female,Tier 2,Hybrid
709,22,117260,7.2,2,3.4,4,4,4,9,35421,102922,1,6,1,9,1,2,9,5,10,9,1,Female,Tier 1,Hybrid
710,38,147756,10.4,13,1.4,8,8,15,6,26464,45698,7,9,9,2,3,3,9,3,2,8,9,Male,Tier 3,Hybrid
711,28,149534,7.7,7,5.1,6,4,26,8,107033,16142,7,1,6,7,1,4,6,7,8,10,4,Other,Tier 1,Hybrid
712,48,287149,10.7,11,5.3,3,4,19,16,75899,130820,2,7,10,1,7,2,9,2,3,1,6,Female,Tier 2,Hybrid
713,35,263535,8.0,15,2.2,9,10,10,9,123684,134570,8,7,10,9,10,10,10,3,8,6,2,Other,Tier 2,Hybrid
714,39,299308,6.4,11,0.6,5,5,27,9,135115,60227,6,6,4,10,4,6,5,4,6,9,7,Female,Tier 2,Hybrid
715,56,242218,8.2,4,4.7,3,5,6,11,142785,145440,6,4,8,10,9,3,2,5,4,4,10,Other,Tier 2,Hybrid
716,29,280547,4.8,7,3.0,5,10,14,17,89995,38862,5,10,2,5,2,7,9,7,1,2,4,Female,Tier 2,Hybrid
717,47,165275,6.4,7,1.4,1,7,20,15,28832,125377,7,7,6,2,3,3,2,6,1,1,2,Female,Tier 1,Hybrid
718,53,160726,2.0,2,5.6,7,4,1,18,16197,3083,2,6,10,5,5,7,4,4,4,10,10,Other,Tier 2,Store
719,53,205362,10.2,3,0.3,10,6,24,7,45547,100972,4,9,10,1,3,2,10,10,5,8,2,Male,Tier 1,Hybrid
720,44,135853,3.3,10,1.2,3,4,8,3,1330,63092,5,7,10,10,7,8,4,4,2,2,7,Other,Tier 2,Hybrid
721,46,98845,9.0,7,5.1,7,1,17,8,54273,129348,7,9,6,6,1,8,9,10,7,8,10,Male,Tier 2,Hybrid
722,27,60557,7.4,12,4.2,3,7,6,6,82868,93106,7,5,4,5,4,7,10,8,1,10,4,Other,Tier 3,Hybrid
723,22,257107,8.7,1,2.5,6,6,12,0,129201,114871,8,7,2,7,5,6,4,5,6,5,8,Male,Tier 1,Hybrid
724,32,291145,7.4,13,1.3,1,7,11,1,60420,24085,3,2,10,9,1,5,2,9,5,8,3,Female,Tier 1,Hybrid
725,45,166021,10.5,3,1.5,5,3,16,2,61269,24688,10,1,10,3,5,9,8,7,3,4,1,Male,Tier 3,Online
726,63,60395,1.3,2,1.8,3,9,3,14,145580,97212,3,3,9,3,4,1,6,3,5,9,1,Other,Tier 3,Store
727,21,226467,2.1,1,2.9,3,4,27,19,96756,73710,8,4,8,3,2,4,3,10,1,2,7,Male,Tier 1,Hybrid
728,36,261577,6.6,8,4.1,7,9,17,12,138138,122821,9,6,10,10,7,5,9,7,3,9,8,Male,Tier 1,Hybrid
729,31,58491,7.4,6,5.1,2,10,28,13,100789,99051,5,6,1,6,8,4,1,4,7,3,8,Other,Tier 3,Hybrid
730,26,178320,5.1,3,0.3,4,8,8,15,105158,122750,8,6,4,8,3,7,1,4,3,2,5,Female,Tier 1,Hybrid
731,40,263840,11.0,15,4.0,7,2,19,9,93501,134864,9,8,1,8,2,6,6,4,5,9,3,Male,Tier 1,Hybrid
732,27,161352,1.2,9,1.5,9,6,0,14,106252,88066,10,8,6,10,6,5,6,1,9,10,2,Female,Tier 2,Store
733,45,289469,0.9,13,3.4,10,9,2,4,99570,87047,8,5,3,3,4,2,10,7,5,7,4,Male,Tier 1,Hybrid
734,37,26351,11.5,4,2.6,4,7,25,4,112412,143907,10,5,4,1,2,3,1,5,8,2,4,Female,Tier 1,Online
735,61,278726,1.8,11,2.9,6,10,23,11,123426,68155,10,9,9,6,6,9,3,10,9,5,10,Male,Tier 1,Hybrid
736,70,31652,5.5,5,2.1,9,5,15,12,13944,79232,5,2,3,9,4,4,4,8,3,2,9,Other,Tier 2,Hybrid
737,44,229636,5.3,6,1.9,4,3,19,15,17885,82801,1,7,7,7,3,7,8,1,6,6,2,Female,Tier 1,Hybrid
738,49,277876,11.2,7,3.6,7,7,27,7,75595,64262,10,3,6,3,10,6,10,7,2,2,2,Male,Tier 3,Hybrid
739,18,98667,6.7,8,5.4,3,1,0,15,47049,9068,3,5,6,6,10,2,1,3,5,6,2,Male,Tier 3,Store
740,23,40716,7.6,14,5.6,3,7,26,15,28690,70579,10,5,10,9,2,10,5,3,2,8,10,Female,Tier 1,Hybrid
741,59,289951,1.6,10,1.5,5,1,12,10,43178,124405,8,6,9,5,5,7,7,4,5,6,4,Male,Tier 2,Hybrid
742,27,101379,0.9,1,3.6,2,3,3,14,33558,39645,2,5,6,6,10,4,8,7,7,2,9,Other,Tier 3,Store
743,37,129980,10.8,11,0.4,3,7,6,11,17816,13322,1,5,7,3,8,8,7,6,8,3,6,Other,Tier 3,Hybrid
744,45,185039,11.5,13,3.5,3,1,27,5,66193,109499,2,8,6,3,1,3,4,9,10,8,5,Male,Tier 3,Online
745,29,239084,0.9,1,3.9,6,10,11,10,1217,27919,8,9,4,4,3,6,9,5,9,7,9,Other,Tier 3,Hybrid
746,57,123107,5.5,12,4.8,8,10,17,9,141741,120152,1,5,6,1,7,10,2,8,7,8,10,Other,Tier 1,Hybrid
747,38,136863,5.7,5,5.4,1,4,21,18,67121,103997,5,1,9,4,1,4,8,4,7,1,7,Male,Tier 1,Hybrid
748,69,163463,6.7,15,3.4,7,1,16,20,80769,13920,8,10,4,9,9,5,2,4,7,9,6,Male,Tier 3,Hybrid
749,59,124992,0.7,7,0.7,4,8,0,3,34546,68183,3,5,5,7,3,7,4,3,6,2,5,Female,Tier 3,Hybrid
750,62,55960,1.4,3,5.3,1,4,2,8,47416,30219,8,6,2,9,9,8,9,2,8,10,5,Male,Tier 2,Hybrid
751,68,68250,4.6,7,4.9,9,5,23,0,23155,17128,3,3,6,3,9,9,4,8,6,1,6,Female,Tier 2,Online
752,24,288655,9.4,7,1.4,4,10,20,15,18037,59941,8,9,8,7,6,6,4,1,1,8,4,Male,Tier 3,Hybrid
753,40,28976,11.9,15,2.4,6,7,23,0,83119,121998,2,3,2,10,9,9,2,10,3,8,8,Other,Tier 3,Online
754,64,198626,1.9,13,0.4,6,4,9,17,112079,77426,1,2,1,5,3,5,7,3,5,6,7,Male,Tier 3,Hybrid
755,41,59380,6.2,12,1.9,1,1,9,10,48937,24899,3,9,10,10,2,6,2,2,5,6,6,Male,Tier 1,Hybrid
756,54,131311,7.2,2,1.5,5,5,26,17,142400,21383,9,10,9,5,9,5,2,7,1,5,7,Male,Tier 3,Hybrid
757,39,161058,9.0,3,0.6,10,1,3,15,11647,123504,6,7,9,2,5,3,10,9,4,2,6,Male,Tier 1,Store
758,59,74459,7.8,1,2.9,3,3,23,16,63044,107431,1,9,5,10,4,8,9,4,1,7,4,Other,Tier 3,Hybrid
759,42,120910,10.0,5,2.2,7,10,13,18,75909,71111,4,10,2,7,5,10,8,1,2,7,10,Male,Tier 3,Hybrid
760,34,87209,7.1,14,3.9,2,4,4,1,61017,66034,1,2,7,3,4,5,2,10,1,4,2,Other,Tier 1,Hybrid
761,44,76074,4.4,8,1.0,2,6,10,13,99780,136517,5,8,4,3,4,7,6,4,4,8,8,Female,Tier 2,Hybrid
762,21,152178,0.5,8,1.1,1,8,16,9,53935,108871,2,5,3,5,5,3,7,1,8,9,2,Other,Tier 2,Hybrid
763,40,178961,7.9,8,1.4,5,8,30,12,71184,42563,8,4,8,3,1,4,8,7,4,9,9,Other,Tier 1,Hybrid
764,25,160339,8.8,9,1.7,2,5,27,16,81821,106331,1,2,10,2,4,5,5,4,9,10,10,Other,Tier 1,Hybrid
765,58,280590,11.7,1,1.1,1,6,24,17,110528,149384,6,1,8,4,3,2,5,7,5,5,10,Male,Tier 3,Hybrid
766,43,207111,1.6,8,3.8,4,6,1,10,94054,124070,4,9,6,8,4,7,9,1,2,2,10,Male,Tier 1,Hybrid
767,44,43004,2.9,7,3.3,2,2,21,17,116179,36078,4,4,4,6,2,1,5,1,10,7,2,Female,Tier 3,Hybrid
768,55,255844,10.8,2,2.2,4,10,3,2,66119,141242,4,1,8,5,9,3,1,8,4,7,6,Male,Tier 1,Hybrid
769,50,140234,11.1,5,0.2,6,6,24,14,146327,43568,1,2,10,1,5,4,3,3,4,1,3,Male,Tier 1,Hybrid
770,30,89535,3.9,1,4.0,4,10,4,1,31400,54020,6,5,7,3,2,3,8,7,1,3,6,Male,Tier 3,Hybrid
771,29,240387,1.7,13,1.1,2,3,13,3,114432,60598,3,5,9,9,9,10,10,6,8,3,10,Other,Tier 3,Hybrid
772,54,133029,11.5,7,1.2,8,5,10,8,56637,5750,4,7,5,7,9,8,2,10,2,3,1,Male,Tier 3,Hybrid
773,62,299730,11.4,2,3.4,7,10,22,4,14349,136278,3,9,4,3,4,1,9,10,9,2,4,Other,Tier 3,Online
774,23,197792,6.5,2,1.7,6,9,4,5,12039,112624,8,4,3,4,2,9,3,10,8,2,7,Other,Tier 3,Hybrid
775,52,62025,9.0,6,2.9,5,6,0,1,3522,7662,1,1,2,6,3,10,2,2,4,8,2,Female,Tier 3,Hybrid
776,59,214793,1.2,11,4.5,10,1,23,4,93125,82510,7,2,9,5,5,5,3,2,9,3,10,Other,Tier 3,Online
777,52,269969,3.8,9,5.5,2,3,5,9,131943,11630,6,7,8,1,9,7,8,1,1,10,1,Male,Tier 3,Hybrid
778,34,148771,4.8,11,2.2,6,9,8,16,39810,106716,7,10,2,4,7,3,5,9,4,6,6,Other,Tier 1,Hybrid
779,41,182595,9.9,13,3.5,1,9,22,1,123647,14403,7,4,4,7,10,10,9,8,10,6,1,Other,Tier 3,Online
780,51,116870,1.9,1,1.8,1,2,27,12,66773,139062,2,9,9,1,5,5,3,9,8,8,4,Other,Tier 1,Hybrid
781,42,118400,6.6,2,2.5,4,3,21,2,37593,105379,10,5,3,9,10,5,7,5,3,1,4,Female,Tier 3,Online
782,26,213072,8.8,14,3.3,4,2,9,8,22039,121601,1,7,5,7,3,6,6,5,1,3,7,Male,Tier 3,Hybrid
783,61,213487,4.4,11,1.3,4,1,21,2,123663,99399,5,7,5,5,9,10,9,9,1,4,2,Female,Tier 1,Online
784,53,282652,6.5,14,5.9,6,3,14,19,16629,89610,1,5,1,5,4,4,4,4,6,4,9,Female,Tier 3,Hybrid
785,38,84057,5.0,4,4.9,2,2,3,19,119708,138443,8,2,9,1,10,4,4,10,2,4,8,Male,Tier 1,Store
786,43,189355,12.0,1,5.3,1,2,30,2,132852,130698,6,7,2,8,9,7,9,9,1,1,3,Male,Tier 1,Online
787,69,35413,7.2,6,4.7,2,9,4,19,137829,3939,4,7,6,8,8,5,5,10,2,7,1,Other,Tier 3,Store
788,31,225395,4.7,13,2.2,1,2,9,19,19089,32789,9,10,5,2,9,5,4,4,7,9,8,Female,Tier 1,Hybrid
789,55,93029,9.2,7,1.3,3,4,19,19,133106,39266,2,4,8,5,6,6,7,2,2,5,1,Other,Tier 3,Hybrid
790,64,174113,2.0,9,2.6,1,6,20,0,88971,62798,8,7,7,7,1,9,2,2,3,7,1,Male,Tier 1,Online
791,21,292764,10.7,6,2.5,10,2,26,0,101762,40868,8,2,6,4,2,3,4,5,6,6,1,Female,Tier 3,Online
792,53,116156,5.5,2,3.0,8,7,24,17,37880,55775,9,5,5,1,2,4,5,9,1,9,8,Male,Tier 2,Hybrid
793,37,144479,6.0,11,5.5,9,3,13,1,56064,61775,6,10,2,1,2,6,8,1,10,1,9,Female,Tier 3,Hybrid
794,55,53994,9.7,5,3.5,1,8,8,18,43911,106106,10,10,10,7,10,10,7,5,9,10,10,Other,Tier 3,Hybrid
795,61,259181,1.5,9,1.9,9,6,18,12,149597,65564,3,6,10,2,5,1,9,5,10,10,4,Male,Tier 1,Hybrid
796,24,116969,10.2,13,5.0,5,3,24,13,106461,148326,9,1,7,10,1,9,8,3,7,2,8,Female,Tier 1,Hybrid
797,59,251729,2.5,4,2.0,4,9,19,7,85900,95344,4,9,3,9,1,5,1,6,7,2,3,Other,Tier 3,Hybrid
798,57,247618,4.4,9,4.9,3,7,18,11,143237,38933,7,5,2,9,7,10,7,6,7,2,4,Male,Tier 3,Hybrid
799,48,243322,1.6,14,4.2,3,4,25,16,82733,88803,2,5,4,5,7,9,3,4,10,5,9,Female,Tier 3,Hybrid
800,20,35442,10.1,3,3.0,4,1,0,16,114335,102912,7,2,1,2,7,9,4,2,2,4,10,Female,Tier 1,Store
801,21,54719,4.8,1,3.7,5,2,9,20,19679,84751,1,8,7,3,9,4,10,8,7,3,1,Other,Tier 2,Hybrid
802,32,166695,3.6,15,3.1,8,10,9,12,43049,15752,8,3,7,7,3,10,3,6,1,9,2,Other,Tier 2,Hybrid
803,64,268585,11.1,15,0.5,3,10,22,19,18009,69586,1,7,9,9,5,2,4,4,4,8,4,Male,Tier 1,Hybrid
804,38,207631,8.7,3,1.4,7,2,14,17,21248,122201,1,4,3,2,2,10,3,1,7,2,4,Female,Tier 1,Hybrid
805,70,289114,11.8,6,1.0,8,9,18,11,99061,32288,4,4,8,2,9,5,5,5,10,1,3,Other,Tier 2,Hybrid
806,21,93846,10.4,5,3.2,2,7,8,9,14367,62499,8,4,5,2,7,8,9,2,3,8,8,Other,Tier 3,Hybrid
807,28,117857,1.4,14,1.1,2,8,28,18,141073,48312,2,4,5,9,7,3,10,9,6,8,10,Female,Tier 1,Hybrid
808,66,243357,10.5,4,5.3,9,4,28,3,135582,46956,9,6,7,1,6,4,10,8,1,8,10,Other,Tier 3,Online
809,58,244756,5.1,15,6.0,8,8,22,1,106054,130645,4,7,9,3,1,6,1,7,9,3,2,Other,Tier 1,Online
810,29,137392,7.7,6,4.1,2,7,21,11,4388,88331,9,8,2,5,7,10,3,2,9,3,2,Other,Tier 1,Hybrid
811,38,228630,11.6,13,3.6,1,9,18,17,70890,62161,7,10,10,9,5,9,1,3,3,1,6,Male,Tier 3,Hybrid
812,62,140480,8.1,9,2.7,10,5,16,9,34575,78654,10,6,10,9,9,2,2,5,6,8,9,Other,Tier 2,Hybrid
813,69,38769,8.5,8,0.7,3,4,28,17,105791,117830,7,8,4,9,3,1,10,8,5,7,2,Other,Tier 1,Hybrid
814,64,261909,6.2,9,3.1,9,3,27,19,114916,133093,8,3,3,6,9,10,4,8,1,9,6,Other,Tier 3,Hybrid
